지자체코드,지자체,기간,목적,출장국,인원,지출,인당지출,비고
4100000,경기본청,2017.06.18 ~ 2017.06.26,도서관 글로벌리더 과정 국외연수,미국,1,4.0,4.0,
4100000,경기본청,2017.06.18 ~ 2017.06.26,산림경관 활용 선진사례 수집을 위한 정책연수,"노르웨이,핀란드",1,1.0,1.0,
4100000,경기본청,2017.06.19 ~ 2017.06.25,선진지 재난관리실태 벤치마킹(2조),"대만,태국",3,9.0,3.0,
4100000,경기본청,2017.06.19 ~ 2017.06.27,북한산성 세계유산 등재를 위한 홍보 추진,이탈리아,2,7.0,3.5,
4100000,경기본청,2017.06.19 ~ 2017.06.28,화학물질 안전관리를 위한 배출저감 제도 해외 운영사례 조사,"미국,캐나다,미국",1,6.0,6.0,
4100000,경기본청,2017.06.20 ~ 2017.06.23,식중독 관리 업무 국외연수,일본,2,3.0,1.5,
4100000,경기본청,2017.06.20 ~ 2017.06.26,국제농업기술 협력 강화를 위한 모범공무원 국외시찰,몽골,5,11.0,2.2,
4100000,경기본청,2017.06.20 ~ 2017.06.27,장기재직 우수공무원 선진지 생태 친화적 공간조성 관리 벤치마킹,일본,1,5.0,5.0,
4100000,경기본청,2017.06.21 ~ 2017.06.27,태국 투자유치 실무단,태국,2,4.0,2.0,
4100000,경기본청,2017.06.21 ~ 2017.06.28,모범공무원 선진지 시찰 관련 문화재 재난관리 운영실태 연수,"라트비아,러시아,리투아니아,에스토니아",7,15.0,2.1,
4100000,경기본청,2017.06.21 ~ 2017.06.29,산학연 관계자 해외 벤치마크 테스트 연수,"노르웨이,덴마크,스웨덴,핀란드",1,3.0,3.0,
4100000,경기본청,2017.06.21 ~ 2017.06.29,경기도 도서관정책 국외연수,"미국,캐나다",2,9.0,4.5,
4100000,경기본청,2017.06.21 ~ 2017.06.29,태국 투자유치 실무단 파견,태국,1,2.0,2.0,
4100000,경기본청,2017.06.21 ~ 2017.06.29,경기도 감염병관리 대표단,"미국,캐나다,미국",2,9.0,4.5,
4100000,경기본청,2017.06.21 ~ 2017.06.30,교통안전 교육 및 공유주차 활성화 정책수립 국외연수,"영국,프랑스",4,21.0,5.3,
4100000,경기본청,2017.06.23 ~ 2017.06.30,선진국 GMO 관리 및 동물복지 분야 벤치마킹,미국,2,5.0,2.5,
4100000,경기본청,2017.06.23 ~ 2017.06.30,모범공무원 국외선진지 시찰 지역 유산관리제도 개선을 위한 연수,"오스트리아,크로아티아",19,56.0,2.9,
4100000,경기본청,2017.06.23 ~ 2017.07.01,2017년 제1차 외국 지방세 제도 비교연수,"노르웨이,스웨덴,핀란드",2,4.0,2.0,
4100000,경기본청,2017.06.24 ~ 2017.06.28,환경자원 효율적 활용 모델 선진사례 국외연수,싱가포르,4,8.0,2.0,
4100000,경기본청,2017.06.24 ~ 2017.07.01,산불방지관리자 과정 국외연수,호주,1,2.0,2.0,
4100000,경기본청,2017.06.25 ~ 2017.07.01,콩 이용 건강제품 및 베이커리 개발을 위한 선진 해외시장 조사,미국,2,7.0,3.5,
4100000,경기본청,2017.06.25 ~ 2017.07.01,베트남 경기도 MICE 로드쇼 참가,베트남,2,4.0,2.0,
4100000,경기본청,2017.06.25 ~ 2017.07.01,2017 홍콩 인도 포트세일즈 실시,"인도,홍콩",2,7.0,3.5,
4100000,경기본청,2017.06.25 ~ 2017.07.02,모범공무원 공유경제 활성화 선진지 국외연수,"뉴질랜드,호주",8,17.0,2.1,
4100000,경기본청,2017.06.26 ~ 2017.06.30,중국 랴오닝성 농업과학원과의 농업과학기술교류를 위한 출장,중국,3,2.0,0.7,
4100000,경기본청,2017.06.26 ~ 2017.06.30,모범공무원 해안도로 및 교통수단 관광 선진사례 연수,괌,2,2.0,1.0,
4100000,경기본청,2017.06.26 ~ 2017.07.01,모범공무원 선진지 동물테마파크 연계 관광산업 관련 해외시찰,일본,7,11.0,1.6,
4100000,경기본청,2017.06.26 ~ 2017.07.01,친환경차 보급 활성화 국외연수,"일본,중국",4,13.0,3.3,
4100000,경기본청,2017.06.26 ~ 2017.07.02,유해 남조류 제어 기술 개발 관련 선진지 견학,네덜란드,3,7.0,2.3,
4100000,경기본청,2017.06.26 ~ 2017.07.04,모범공무원 가로환경 및 도시숲 조성 우수사례 견학,이탈리아,3,9.0,3.0,
4100000,경기본청,2017.06.27 ~ 2017.07.01,ODA 사업지 점검단,"미얀마,캄보디아",2,4.0,2.0,
4100000,경기본청,2017.06.27 ~ 2017.07.01,모범공무원 지역균형 발전정책 선진사례 국외연수,말레이시아,3,5.0,1.7,
4100000,경기본청,2017.06.27 ~ 2017.07.05,모범공무원 유럽의 디지털 컨버젼스 벤치마킹,"독일,오스트리아,체코,헝가리",2,5.0,2.5,
4100000,경기본청,2017.06.27 ~ 2017.07.05,모범공무원 박물관 등 문화예술 교육프로그램 사례 국외연수,"영국,프랑스",3,9.0,3.0,
4100000,경기본청,2017.06.27 ~ 2017.07.06,선진문화유산 업무역량 강화 연수,"그리스,이탈리아",2,10.0,5.0,
4100000,경기본청,2017.06.27 ~ 2017.07.06,장기재직 우수공무원 선진지 문화시설 유적지 관광활성화 벤치마킹 팀 4차,"영국,스위스,이탈리아,프랑스",2,10.0,5.0,
4100000,경기본청,2017.06.28 ~ 2017.07.05,산불방지 담당공무원 정책연수,"독일,이탈리아",1,4.0,4.0,
4100000,경기본청,2017.06.28 ~ 2017.07.05,경기행정발전협의회 해외사례 벤치마킹 2팀,"스페인,포르투갈",3,13.0,4.3,
4100000,경기본청,2017.06.28 ~ 2017.07.06,선진국 소상공인 지원 및 유통상생 사례 해외연수,"독일,영국",3,14.0,4.7,
4100000,경기본청,2017.06.28 ~ 2017.07.06,경기농업경쟁력강화를위한해외우수농업정책사례 벤치마킹,"스페인,포르투갈",3,12.0,4.0,
4100000,경기본청,2017.06.28 ~ 2017.07.07,경기북부 고령화 대응사업 연수,"네덜란드,독일,핀란드",3,15.0,5.0,
4100000,경기본청,2017.06.28 ~ 2017.07.07,저출산 위기극복 선진지 국외연수 B조,"노르웨이,덴마크,스웨덴,핀란드",3,17.0,5.7,
4100000,경기본청,2017.06.28 ~ 2017.07.07,경제과학기술위원회 주관 일자리 창출 선진사례 국외연수,"스위스,이탈리아,프랑스",3,13.0,4.3,
4100000,경기본청,2017.06.28 ~ 2017.07.07,공유시장경제 플랫폼 구축을 위한 선진사례 연수,"스위스,이탈리아,프랑스",2,8.0,4.0,
4100000,경기본청,2017.06.28 ~ 2017.07.08,어린이 놀이터 프로젝트 선진사례 연구,"덴마크,독일",4,18.0,4.5,
4100000,경기본청,2017.06.29 ~ 2017.07.03,도교육청 지자체 교육협력모델 개발을 위한 선진 교육기관 지자체 시찰,일본,2,4.0,2.0,
4100000,경기본청,2017.06.29 ~ 2017.07.07,모범공무원 생태환경 도시재생 선진사례 국외선진지 시찰,"몬테네그로,보스니아헤르체고비나,슬로베니아,크로아티아",3,7.0,2.3,
4100000,경기본청,2017.06.29 ~ 2017.07.07,지역복지 선진지 국외연수,"일본,호주",2,9.0,4.5,
4100000,경기본청,2017.06.29 ~ 2017.07.07,선진지 건축물세계문화유산 관리활용 방식 벤치마킹,이탈리아,2,6.0,3.0,
4100000,경기본청,2017.06.30 ~ 2017.07.07,모범공무원 생태자원 활용 관광활성화 벤치마킹,싱가포르,2,5.0,2.5,
4100000,경기본청,2017.06.30 ~ 2017.07.07,해외 대도시권 광역교통청 운영 사례 연구 및 시설 현장 견학,"독일,영국,프랑스",1,4.0,4.0,
4100000,경기본청,2017.07.01 ~ 2017.07.08,모범공무원 도 관광자원개발을 위한 선진사례 연수,베트남,4,8.0,2.0,
4100000,경기본청,2017.07.03 ~ 2017.07.06,모범공무원 국외선진지 시찰,대만,3,6.0,2.0,
4100000,경기본청,2017.07.03 ~ 2017.07.07,고덕 국제화계획지구 특별계획 구역 종합구상 관련 선진지 연수,일본,2,4.0,2.0,
4100000,경기본청,2017.07.03 ~ 2017.07.08,도 대표단 및 실무단 미국 방문,미국,1,4.0,4.0,
4100000,경기본청,2017.07.03 ~ 2017.07.08,해외 전시산업 참관 및 교육기관 벤치마킹 연수,"독일,프랑스",2,8.0,4.0,
4100000,경기본청,2017.07.03 ~ 2017.07.09,지역전략작목산학연 유기농업 및 음료 시장 조사,영국,1,3.0,3.0,
4100000,경기본청,2017.07.03 ~ 2017.07.09,북미 투자유치 실무단,"미국,캐나다",2,7.0,3.5,
4100000,경기본청,2017.07.04 ~ 2017.07.08,미국시장 도내기업 판로확대를 위한 도 대표단,미국,2,6.0,3.0,
4100000,경기본청,2017.07.04 ~ 2017.07.08,도 대표단 미국 방문,미국,6,33.0,5.5,도지사
4100000,경기본청,2017.07.04 ~ 2017.07.13,모범공무원 아시아 박물관 및 전시관 운영실태 벤치마킹,"말레이시아,싱가포르,홍콩",2,5.0,2.5,
4100000,경기본청,2017.07.04 ~ 2017.07.14,경기도 지역축제 강화 및 육성을 위한 합동 국외연수,캐나다,3,13.0,4.3,
4100000,경기본청,2017.07.04 ~ 2017.07.14,지역축제 안전관리 개선방안 마련 합동 국외워크숍 참가,캐나다,1,4.0,4.0,
4100000,경기본청,2017.07.05 ~ 2017.07.09,한불 지자체 실무 교류회의 참가,프랑스,1,3.0,3.0,
4100000,경기본청,2017.07.05 ~ 2017.07.10,수도권 5개 시도 해외 관광홍보설명회 참석,"말레이시아,태국",2,3.0,1.5,
4100000,경기본청,2017.07.05 ~ 2017.07.12,기업 SOS지원단 선진국 기업애로 처리시스템 벤치마킹,"미국,",1,5.0,5.0,
4100000,경기본청,2017.07.05 ~ 2017.07.12,기업 SOS지원단 선진국 기업애로 처리시스템 벤치마킹,"스위스,이탈리아,프랑스",1,4.0,4.0,
4100000,경기본청,2017.07.06 ~ 2017.07.14,도계검사 공영화에 따른 선진검사 시스템 국내도입 활용방안 모색,미국,4,18.0,4.5,
4100000,경기본청,2017.07.09 ~ 2017.07.16,모범공무원 선진지 환경 분야 시찰,"슬로베니아,오스트리아,체코,헝가리,크로아티아",5,11.0,2.2,
4100000,경기본청,2017.07.10 ~ 2017.07.13,중국 랴오닝성 지린성 실무단,중국,3,5.0,1.7,
4100000,경기본청,2017.07.11 ~ 2017.07.15,경기도 지역관광 진흥방안 모색을 위한 연수,일본,3,4.0,1.3,
4100000,경기본청,2017.07.12 ~ 2017.07.21,모범공무원 기후 환경 선진지 시찰,"독일,스위스,영국,이탈리아,프랑스",4,12.0,3.0,
4100000,경기본청,2017.07.13 ~ 2017.07.18,모범공무원 해양관광 활용 선진사례 국외시찰,미국,3,5.0,1.7,
4100000,경기본청,2017.07.13 ~ 2017.07.22,농기계 수출활성화 모색을 위한 출장,미국,1,5.0,5.0,
4100000,경기본청,2017.07.14 ~ 2017.07.17,중국 흑룡강성 조선족학교 체육교사 대상 축구캠프 운영을 위한 출장,중국,1,2.0,2.0,
4100000,경기본청,2017.07.14 ~ 2017.07.21,중국 흑룡강성 조선족학교 체육교사 대상 축구캠프 운영을 위한 출장,중국,4,9.0,2.3,
4100000,경기본청,2017.07.16 ~ 2017.07.20,친환경 무인 공유자전거정책 선진사례 벤치마킹,중국,1,2.0,2.0,
4100000,경기본청,2017.07.16 ~ 2017.07.24,장기재직 우수공무원 동유럽의 공공시설 및 문화유산 활용방안 벤치마킹,"오스트리아,체코,헝가리",1,5.0,5.0,
4100000,경기본청,2017.07.17 ~ 2017.07.19,중국 투자유치 실무단,중국,1,1.0,1.0,
4100000,경기본청,2017.07.17 ~ 2017.07.20,중국일본 투자유치 실무단,"일본,중국",1,2.0,2.0,
4100000,경기본청,2017.07.17 ~ 2017.07.23,국제잔디학회 참석 및 잔디관리 연구자료 수집,미국,1,3.0,3.0,
4100000,경기본청,2017.07.17 ~ 2017.07.26,장기재직 우수공무원 여성어린이 취약계층 안전시설 선진지 국외연수 팀 5차,"스페인,포르투갈",8,37.0,4.6,
4100000,경기본청,2017.07.18 ~ 2017.07.25,신기술 신품종 농식품 베트남 싱가포르 수출 판로개척,"베트남,싱가포르",1,3.0,3.0,
4100000,경기본청,2017.07.19 ~ 2017.07.21,온라인 해외마케팅 O2O 중국 지원사업 추진 관련 국외 출장,중국,2,2.0,1.0,
4100000,경기본청,2017.07.19 ~ 2017.07.22,일본투자유치단 파견,일본,1,2.0,2.0,
4100000,경기본청,2017.07.21 ~ 2017.07.30,장기재직 우수공무원 선진지 문화유적분야 관리시스템 벤치마킹,"독일,영국,스위스,이탈리아,프랑스",1,5.0,5.0,
4100000,경기본청,2017.07.22 ~ 2017.07.24,장기 국외훈련기관 MOU신규 체결,일본,3,4.0,1.3,
4100000,경기본청,2017.07.22 ~ 2017.07.27,GBC 테헤란 개소식 도 대표단 중동 방문,"UAE,이란",4,16.0,4.0,
4100000,경기본청,2017.07.23 ~ 2017.07.29,모범공무원 지역농촌자원 활동 선진사례 국외시찰,태국,3,6.0,2.0,
4100000,경기본청,2017.07.24 ~ 2017.07.28,일본 동경국제스포츠박람회 참가,일본,2,4.0,2.0,
4100000,경기본청,2017.07.24 ~ 2017.07.28,물산업 해외적정기술 지원 추진,베트남,3,5.0,1.7,
4100000,경기본청,2017.07.30 ~ 2017.08.06,장기재직 우수공무원 선진지 시설분야 관리시스템 벤치마킹,"스위스,이탈리아,프랑스",1,4.0,4.0,
4100000,경기본청,2017.07.30 ~ 2017.08.07,장기재직 우수공무원 선진지 생태·환경·문화 테마공간 벤치마킹,"노르웨이,핀란드,덴마크,스웨덴,에스토니아",1,5.0,5.0,
4100000,경기본청,2017.07.30 ~ 2017.08.10,해외 공공기관 기록관리 평가체계 조사연구,독일,1,4.0,4.0,
4100000,경기본청,2017.07.31 ~ 2017.08.02,도대표단 전통시장 민간교류 지원,중국,1,2.0,2.0,
4100000,경기본청,2017.07.31 ~ 2017.08.04,GBC 충칭 개소 도 대표단 방문,중국,4,11.0,2.8,
4100000,경기본청,2017.08.02 ~ 2017.08.04,도 타이베이시 상호교류연수 대표단,대만,4,5.0,1.3,
4100000,경기본청,2017.08.03 ~ 2017.08.08,경기도 청소년 통일 핵심리더 양성사업 추진,"러시아,중국",2,3.0,1.5,
4100000,경기본청,2017.08.05 ~ 2017.08.13,국제 역학조사 학술대회 참가,태국,1,2.0,2.0,
4100000,경기본청,2017.08.06 ~ 2017.08.13,북미 투자유치 실무단,미국,3,15.0,5.0,
4100000,경기본청,2017.08.07 ~ 2017.08.11,몽골 마필관리 전문 인력 수급 방안 모색,몽골,2,4.0,2.0,
4100000,경기본청,2017.08.09 ~ 2017.08.14,일본의 지역특산물 홍보 판매 우수사례 선진연수,일본,3,6.0,2.0,
4100000,경기본청,2017.08.10 ~ 2017.08.18,공유재산 관리제도 현장포럼,"독일,체코,오스트리아",1,4.0,4.0,
4100000,경기본청,2017.08.11 ~ 2017.08.18,모범공무원 도 관광자원 개발을 위한 선진사례 국외시찰단,베트남,2,4.0,2.0,
4100000,경기본청,2017.08.13 ~ 2017.08.18,훗카이도 철도 노선 관광연계 사례 국외연수,일본,2,3.0,1.5,
4100000,경기본청,2017.08.14 ~ 2017.08.16,경기도 문화예술 공연단 일본 파견,일본,1,1.0,1.0,
4100000,경기본청,2017.08.14 ~ 2017.08.18,베트남 보건의료분야 실무단 국외출장,베트남,1,1.0,1.0,
4100000,경기본청,2017.08.14 ~ 2017.08.19,2017 태국 포트세일즈 추진,태국,2,4.0,2.0,
4100000,경기본청,2017.08.15 ~ 2017.08.18,유럽 사전실무단,독일,3,9.0,3.0,
4100000,경기본청,2017.08.18 ~ 2017.08.21,2017 타이베이 하계유니버시아드 대회 참석,대만,4,6.0,1.5,
4100000,경기본청,2017.08.19 ~ 2017.08.26,게임산업 글로벌 진출확대를 위한 2017 게임스컴 참가 지원 및 우수정책 벤치마킹,"독일,핀란드",2,7.0,3.5,
4100000,경기본청,2017.08.21 ~ 2017.08.25,경기도 중국 통상촉진단 인솔 출장,중국,2,3.0,1.5,
4100000,경기본청,2017.08.23 ~ 2017.08.29,미국 미국 수출 판로개척,미국,1,3.0,3.0,
4100000,경기본청,2017.08.24 ~ 2017.08.27,K뷰티 엑스포 대만 타이페이 참가,대만,1,1.0,1.0,
4100000,경기본청,2017.08.24 ~ 2017.08.28,경기도의회 자유한국당 대표단 국외연수,베트남,4,7.0,1.8,
4100000,경기본청,2017.08.25 ~ 2017.09.02,4차 산업혁명 대응 경기도 모델 구축 및 실행계획 공동연구,미국,2,15.0,7.5,
4100000,경기본청,2017.08.27 ~ 2017.09.02,국공립 산림연구기관 우수연구자 임업 선진국 현장 사례 조사,"독일,오스트리아",1,1.0,1.0,
4100000,경기본청,2017.08.27 ~ 2017.09.04,전국도서관 직원 국외연수,"미국,캐나다",2,9.0,4.5,
4100000,경기본청,2017.08.28 ~ 2017.08.31,일본 조류인플루엔자 선진방역 시스템 사례연수,일본,3,5.0,1.7,
4100000,경기본청,2017.08.28 ~ 2017.08.31,중국 지린성 실무 방문,중국,3,5.0,1.7,
4100000,경기본청,2017.08.28 ~ 2017.09.01,도 시군 공무원 일본 마이스 워크숍 출장,일본,2,4.0,2.0,
4100000,경기본청,2017.08.28 ~ 2017.09.01,홍보분야 선진 정책 연수,호주,4,9.0,2.3,
4100000,경기본청,2017.08.29 ~ 2017.09.07,선진노사문화 합동 국외연수,"스위스,프랑스",12,54.0,4.5,
4100000,경기본청,2017.08.30 ~ 2017.09.07,지역복지 선진지 국외연수,"노르웨이,스웨덴,핀란드",2,11.0,5.5,
4100000,경기본청,2017.08.30 ~ 2017.09.08,교육훈련분야 선진정책 연수,캐나다,2,11.0,5.5,
4100000,경기본청,2017.08.31 ~ 2017.09.05,황해청 투자유치 대표단,중국,2,4.0,2.0,
4100000,경기본청,2017.08.31 ~ 2017.09.07,모범공무원 국외시찰 선진사례 연수,체코,2,4.0,2.0,
4100000,경기본청,2017.08.31 ~ 2017.09.09,모범공무원 재래시장 활성화 사례 벤치마킹,태국,2,4.0,2.0,
4100000,경기본청,2017.09.01 ~ 2017.10.06,미국 EMS 실습 국외연수,미국,2,19.0,9.5,
4100000,경기본청,2017.09.03 ~ 2017.09.05,황해청 투자유치 대표단,중국,3,4.0,1.3,
4100000,경기본청,2017.09.03 ~ 2017.09.10,선진외국 감사제도 벤치마킹 연수,"덴마크,핀란드",1,5.0,5.0,
4100000,경기본청,2017.09.03 ~ 2017.09.11,해외공장설립제도 및 산업직접현황 실태조사 국외연수,"덴마크,스웨덴,핀란드",1,4.0,4.0,
4100000,경기본청,2017.09.04 ~ 2017.09.08,모범공무원 지역경제 활성화 선진지 시찰,일본,8,16.0,2.0,
4100000,경기본청,2017.09.04 ~ 2017.09.08,수목원·식물원 선진 정책 연수,싱가포르,1,2.0,2.0,
4100000,경기본청,2017.09.04 ~ 2017.09.09,태국 흰다리새우 및 내수면 양식기술 연수,태국,4,6.0,1.5,
4100000,경기본청,2017.09.04 ~ 2017.09.09,중국 투자유치 사절단 파견,중국,2,4.0,2.0,
4100000,경기본청,2017.09.04 ~ 2017.09.10,모범공무원 애완동물산업 벤치마킹 관련 선진지 시찰,체코,3,8.0,2.7,
4100000,경기본청,2017.09.04 ~ 2017.09.14,인재개발원 제16기 핵심리더과정 일자리정책 해외사례조사 3팀,"오스트리아,이탈리아,체코",4,22.0,5.5,
4100000,경기본청,2017.09.04 ~ 2017.09.14,인재개발원 제16기 핵심리더과정 일자리정책 해외사례조사 5팀,"미국,캐나다,미국",5,27.0,5.4,
4100000,경기본청,2017.09.04 ~ 2017.09.14,인재개발원 제16기 핵심리더과정 일자리정책 해외사례조사 6팀,"미국,캐나다",5,27.0,5.4,
